network_load,relay_reputation,budget_utilization,recent_win_rate,prob_p_win,explanation
0.3,0.73,0.8,0.15,0.0028773800000000006,"{'timestamp': 1760866780.1951957, 'inputs': {'network_load': np.float64(0.3), 'relay_reputation': np.float64(0.73), 'budget_utilization': np.float64(0.8), 'recent_win_rate': np.float64(0.15)}, 'base_prob': 0.01, 'final_prob': np.float64(0.0028773800000000006), 'steps': [{'feature': 'network_load', 'value': np.float64(0.3), 'effect': 'multiply prob by 0.820 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.73), 'effect': 'multiply prob by 1.595 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.8), 'effect': 'multiply prob by 0.440 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.15), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.3,0.73,0.8,0.2,0.0028773800000000006,"{'timestamp': 1760866780.1952205, 'inputs': {'network_load': np.float64(0.3), 'relay_reputation': np.float64(0.73), 'budget_utilization': np.float64(0.8), 'recent_win_rate': np.float64(0.2)}, 'base_prob': 0.01, 'final_prob': np.float64(0.0028773800000000006), 'steps': [{'feature': 'network_load', 'value': np.float64(0.3), 'effect': 'multiply prob by 0.820 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.73), 'effect': 'multiply prob by 1.595 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.8), 'effect': 'multiply prob by 0.440 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.2), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.3,0.73,0.8,0.25,0.0028773800000000006,"{'timestamp': 1760866780.1952493, 'inputs': {'network_load': np.float64(0.3), 'relay_reputation': np.float64(0.73), 'budget_utilization': np.float64(0.8), 'recent_win_rate': np.float64(0.25)}, 'base_prob': 0.01, 'final_prob': np.float64(0.0028773800000000006), 'steps': [{'feature': 'network_load', 'value': np.float64(0.3), 'effect': 'multiply prob by 0.820 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.73), 'effect': 'multiply prob by 1.595 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.8), 'effect': 'multiply prob by 0.440 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.25), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.3,0.73,0.8,0.3,0.0028773800000000006,"{'timestamp': 1760866780.1952763, 'inputs': {'network_load': np.float64(0.3), 'relay_reputation': np.float64(0.73), 'budget_utilization': np.float64(0.8), 'recent_win_rate': np.float64(0.3)}, 'base_prob': 0.01, 'final_prob': np.float64(0.0028773800000000006), 'steps': [{'feature': 'network_load', 'value': np.float64(0.3), 'effect': 'multiply prob by 0.820 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.73), 'effect': 'multiply prob by 1.595 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.8), 'effect': 'multiply prob by 0.440 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.3), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.3,0.84,0.05,0.0,0.0139268798607312,"{'timestamp': 1760866780.195307, 'inputs': {'network_load': np.float64(0.3), 'relay_reputation': np.float64(0.84), 'budget_utilization': np.float64(0.05), 'recent_win_rate': 1e-09}, 'base_prob': 0.01, 'final_prob': np.float64(0.0139268798607312), 'steps': [{'feature': 'network_load', 'value': np.float64(0.3), 'effect': 'multiply prob by 0.820 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.84), 'effect': 'multiply prob by 1.760 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.05), 'effect': 'multiply prob by 0.965 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': 1e-09, 'effect': 'multiply prob by 1.000 (higher recent wins -> lower prob)'}]}"
0.3,0.84,0.05,0.05,0.00696344,"{'timestamp': 1760866780.1953325, 'inputs': {'network_load': np.float64(0.3), 'relay_reputation': np.float64(0.84), 'budget_utilization': np.float64(0.05), 'recent_win_rate': np.float64(0.05)}, 'base_prob': 0.01, 'final_prob': np.float64(0.00696344), 'steps': [{'feature': 'network_load', 'value': np.float64(0.3), 'effect': 'multiply prob by 0.820 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.84), 'effect': 'multiply prob by 1.760 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.05), 'effect': 'multiply prob by 0.965 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.05), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.3,0.84,0.05,0.1,0.00696344,"{'timestamp': 1760866780.1953578, 'inputs': {'network_load': np.float64(0.3), 'relay_reputation': np.float64(0.84), 'budget_utilization': np.float64(0.05), 'recent_win_rate': np.float64(0.1)}, 'base_prob': 0.01, 'final_prob': np.float64(0.00696344), 'steps': [{'feature': 'network_load', 'value': np.float64(0.3), 'effect': 'multiply prob by 0.820 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.84), 'effect': 'multiply prob by 1.760 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.05), 'effect': 'multiply prob by 0.965 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.1), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.3,0.84,0.05,0.15,0.00696344,"{'timestamp': 1760866780.195383, 'inputs': {'network_load': np.float64(0.3), 'relay_reputation': np.float64(0.84), 'budget_utilization': np.float64(0.05), 'recent_win_rate': np.float64(0.15)}, 'base_prob': 0.01, 'final_prob': np.float64(0.00696344), 'steps': [{'feature': 'network_load', 'value': np.float64(0.3), 'effect': 'multiply prob by 0.820 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.84), 'effect': 'multiply prob by 1.760 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.05), 'effect': 'multiply prob by 0.965 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.15), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.3,0.84,0.05,0.2,0.00696344,"{'timestamp': 1760866780.195408, 'inputs': {'network_load': np.float64(0.3), 'relay_reputation': np.float64(0.84), 'budget_utilization': np.float64(0.05), 'recent_win_rate': np.float64(0.2)}, 'base_prob': 0.01, 'final_prob': np.float64(0.00696344), 'steps': [{'feature': 'network_load', 'value': np.float64(0.3), 'effect': 'multiply prob by 0.820 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.84), 'effect': 'multiply prob by 1.760 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.05), 'effect': 'multiply prob by 0.965 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.2), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.3,0.84,0.05,0.25,0.00696344,"{'timestamp': 1760866780.1954355, 'inputs': {'network_load': np.float64(0.3), 'relay_reputation': np.float64(0.84), 'budget_utilization': np.float64(0.05), 'recent_win_rate': np.float64(0.25)}, 'base_prob': 0.01, 'final_prob': np.float64(0.00696344), 'steps': [{'feature': 'network_load', 'value': np.float64(0.3), 'effect': 'multiply prob by 0.820 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.84), 'effect': 'multiply prob by 1.760 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.05), 'effect': 'multiply prob by 0.965 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.25), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.3,0.84,0.05,0.3,0.00696344,"{'timestamp': 1760866780.1954625, 'inputs': {'network_load': np.float64(0.3), 'relay_reputation': np.float64(0.84), 'budget_utilization': np.float64(0.05), 'recent_win_rate': np.float64(0.3)}, 'base_prob': 0.01, 'final_prob': np.float64(0.00696344), 'steps': [{'feature': 'network_load', 'value': np.float64(0.3), 'effect': 'multiply prob by 0.820 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.84), 'effect': 'multiply prob by 1.760 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.05), 'effect': 'multiply prob by 0.965 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.3), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.3,0.84,0.16,0.0,0.01281561587184384,"{'timestamp': 1760866780.195491, 'inputs': {'network_load': np.float64(0.3), 'relay_reputation': np.float64(0.84), 'budget_utilization': np.float64(0.16), 'recent_win_rate': 1e-09}, 'base_prob': 0.01, 'final_prob': np.float64(0.01281561587184384), 'steps': [{'feature': 'network_load', 'value': np.float64(0.3), 'effect': 'multiply prob by 0.820 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.84), 'effect': 'multiply prob by 1.760 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.16), 'effect': 'multiply prob by 0.888 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': 1e-09, 'effect': 'multiply prob by 1.000 (higher recent wins -> lower prob)'}]}"
0.3,0.84,0.16,0.05,0.006407808000000001,"{'timestamp': 1760866780.195518, 'inputs': {'network_load': np.float64(0.3), 'relay_reputation': np.float64(0.84), 'budget_utilization': np.float64(0.16), 'recent_win_rate': np.float64(0.05)}, 'base_prob': 0.01, 'final_prob': np.float64(0.006407808000000001), 'steps': [{'feature': 'network_load', 'value': np.float64(0.3), 'effect': 'multiply prob by 0.820 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.84), 'effect': 'multiply prob by 1.760 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.16), 'effect': 'multiply prob by 0.888 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.05), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.3,0.84,0.16,0.1,0.006407808000000001,"{'timestamp': 1760866780.1955433, 'inputs': {'network_load': np.float64(0.3), 'relay_reputation': np.float64(0.84), 'budget_utilization': np.float64(0.16), 'recent_win_rate': np.float64(0.1)}, 'base_prob': 0.01, 'final_prob': np.float64(0.006407808000000001), 'steps': [{'feature': 'network_load', 'value': np.float64(0.3), 'effect': 'multiply prob by 0.820 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.84), 'effect': 'multiply prob by 1.760 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.16), 'effect': 'multiply prob by 0.888 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.1), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.3,0.84,0.16,0.15,0.006407808000000001,"{'timestamp': 1760866780.1955702, 'inputs': {'network_load': np.float64(0.3), 'relay_reputation': np.float64(0.84), 'budget_utilization': np.float64(0.16), 'recent_win_rate': np.float64(0.15)}, 'base_prob': 0.01, 'final_prob': np.float64(0.006407808000000001), 'steps': [{'feature': 'network_load', 'value': np.float64(0.3), 'effect': 'multiply prob by 0.820 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.84), 'effect': 'multiply prob by 1.760 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.16), 'effect': 'multiply prob by 0.888 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.15), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.3,0.84,0.16,0.2,0.006407808000000001,"{'timestamp': 1760866780.1955993, 'inputs': {'network_load': np.float64(0.3), 'relay_reputation': np.float64(0.84), 'budget_utilization': np.float64(0.16), 'recent_win_rate': np.float64(0.2)}, 'base_prob': 0.01, 'final_prob': np.float64(0.006407808000000001), 'steps': [{'feature': 'network_load', 'value': np.float64(0.3), 'effect': 'multiply prob by 0.820 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.84), 'effect': 'multiply prob by 1.760 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.16), 'effect': 'multiply prob by 0.888 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.2), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.3,0.84,0.16,0.25,0.006407808000000001,"{'timestamp': 1760866780.195624, 'inputs': {'network_load': np.float64(0.3), 'relay_reputation': np.float64(0.84), 'budget_utilization': np.float64(0.16), 'recent_win_rate': np.float64(0.25)}, 'base_prob': 0.01, 'final_prob': np.float64(0.006407808000000001), 'steps': [{'feature': 'network_load', 'value': np.float64(0.3), 'effect': 'multiply prob by 0.820 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.84), 'effect': 'multiply prob by 1.760 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.16), 'effect': 'multiply prob by 0.888 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.25), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.3,0.84,0.16,0.3,0.006407808000000001,"{'timestamp': 1760866780.1956494, 'inputs': {'network_load': np.float64(0.3), 'relay_reputation': np.float64(0.84), 'budget_utilization': np.float64(0.16), 'recent_win_rate': np.float64(0.3)}, 'base_prob': 0.01, 'final_prob': np.float64(0.006407808000000001), 'steps': [{'feature': 'network_load', 'value': np.float64(0.3), 'effect': 'multiply prob by 0.820 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.84), 'effect': 'multiply prob by 1.760 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.16), 'effect': 'multiply prob by 0.888 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.3), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.3,0.84,0.26,0.0,0.011805375881946242,"{'timestamp': 1760866780.1956794, 'inputs': {'network_load': np.float64(0.3), 'relay_reputation': np.float64(0.84), 'budget_utilization': np.float64(0.26), 'recent_win_rate': 1e-09}, 'base_prob': 0.01, 'final_prob': np.float64(0.011805375881946242), 'steps': [{'feature': 'network_load', 'value': np.float64(0.3), 'effect': 'multiply prob by 0.820 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.84), 'effect': 'multiply prob by 1.760 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.26), 'effect': 'multiply prob by 0.818 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': 1e-09, 'effect': 'multiply prob by 1.000 (higher recent wins -> lower prob)'}]}"
0.3,0.84,0.26,0.05,0.005902688000000001,"{'timestamp': 1760866780.1957066, 'inputs': {'network_load': np.float64(0.3), 'relay_reputation': np.float64(0.84), 'budget_utilization': np.float64(0.26), 'recent_win_rate': np.float64(0.05)}, 'base_prob': 0.01, 'final_prob': np.float64(0.005902688000000001), 'steps': [{'feature': 'network_load', 'value': np.float64(0.3), 'effect': 'multiply prob by 0.820 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.84), 'effect': 'multiply prob by 1.760 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.26), 'effect': 'multiply prob by 0.818 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.05), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.3,0.84,0.26,0.1,0.005902688000000001,"{'timestamp': 1760866780.1957316, 'inputs': {'network_load': np.float64(0.3), 'relay_reputation': np.float64(0.84), 'budget_utilization': np.float64(0.26), 'recent_win_rate': np.float64(0.1)}, 'base_prob': 0.01, 'final_prob': np.float64(0.005902688000000001), 'steps': [{'feature': 'network_load', 'value': np.float64(0.3), 'effect': 'multiply prob by 0.820 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.84), 'effect': 'multiply prob by 1.760 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.26), 'effect': 'multiply prob by 0.818 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.1), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.3,0.84,0.26,0.15,0.005902688000000001,"{'timestamp': 1760866780.1957572, 'inputs': {'network_load': np.float64(0.3), 'relay_reputation': np.float64(0.84), 'budget_utilization': np.float64(0.26), 'recent_win_rate': np.float64(0.15)}, 'base_prob': 0.01, 'final_prob': np.float64(0.005902688000000001), 'steps': [{'feature': 'network_load', 'value': np.float64(0.3), 'effect': 'multiply prob by 0.820 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.84), 'effect': 'multiply prob by 1.760 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.26), 'effect': 'multiply prob by 0.818 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.15), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.3,0.84,0.26,0.2,0.005902688000000001,"{'timestamp': 1760866780.1957822, 'inputs': {'network_load': np.float64(0.3), 'relay_reputation': np.float64(0.84), 'budget_utilization': np.float64(0.26), 'recent_win_rate': np.float64(0.2)}, 'base_prob': 0.01, 'final_prob': np.float64(0.005902688000000001), 'steps': [{'feature': 'network_load', 'value': np.float64(0.3), 'effect': 'multiply prob by 0.820 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.84), 'effect': 'multiply prob by 1.760 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.26), 'effect': 'multiply prob by 0.818 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.2), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.3,0.84,0.26,0.25,0.005902688000000001,"{'timestamp': 1760866780.1958072, 'inputs': {'network_load': np.float64(0.3), 'relay_reputation': np.float64(0.84), 'budget_utilization': np.float64(0.26), 'recent_win_rate': np.float64(0.25)}, 'base_prob': 0.01, 'final_prob': np.float64(0.005902688000000001), 'steps': [{'feature': 'network_load', 'value': np.float64(0.3), 'effect': 'multiply prob by 0.820 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.84), 'effect': 'multiply prob by 1.760 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.26), 'effect': 'multiply prob by 0.818 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.25), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.3,0.84,0.26,0.3,0.005902688000000001,"{'timestamp': 1760866780.1958342, 'inputs': {'network_load': np.float64(0.3), 'relay_reputation': np.float64(0.84), 'budget_utilization': np.float64(0.26), 'recent_win_rate': np.float64(0.3)}, 'base_prob': 0.01, 'final_prob': np.float64(0.005902688000000001), 'steps': [{'feature': 'network_load', 'value': np.float64(0.3), 'effect': 'multiply prob by 0.820 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.84), 'effect': 'multiply prob by 1.760 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.26), 'effect': 'multiply prob by 0.818 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.3), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.3,0.84,0.37,0.0,0.010694111893058881,"{'timestamp': 1760866780.1958613, 'inputs': {'network_load': np.float64(0.3), 'relay_reputation': np.float64(0.84), 'budget_utilization': np.float64(0.37), 'recent_win_rate': 1e-09}, 'base_prob': 0.01, 'final_prob': np.float64(0.010694111893058881), 'steps': [{'feature': 'network_load', 'value': np.float64(0.3), 'effect': 'multiply prob by 0.820 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.84), 'effect': 'multiply prob by 1.760 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.37), 'effect': 'multiply prob by 0.741 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': 1e-09, 'effect': 'multiply prob by 1.000 (higher recent wins -> lower prob)'}]}"
0.3,0.84,0.37,0.05,0.005347056000000001,"{'timestamp': 1760866780.1958883, 'inputs': {'network_load': np.float64(0.3), 'relay_reputation': np.float64(0.84), 'budget_utilization': np.float64(0.37), 'recent_win_rate': np.float64(0.05)}, 'base_prob': 0.01, 'final_prob': np.float64(0.005347056000000001), 'steps': [{'feature': 'network_load', 'value': np.float64(0.3), 'effect': 'multiply prob by 0.820 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.84), 'effect': 'multiply prob by 1.760 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.37), 'effect': 'multiply prob by 0.741 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.05), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.3,0.84,0.37,0.1,0.005347056000000001,"{'timestamp': 1760866780.1959155, 'inputs': {'network_load': np.float64(0.3), 'relay_reputation': np.float64(0.84), 'budget_utilization': np.float64(0.37), 'recent_win_rate': np.float64(0.1)}, 'base_prob': 0.01, 'final_prob': np.float64(0.005347056000000001), 'steps': [{'feature': 'network_load', 'value': np.float64(0.3), 'effect': 'multiply prob by 0.820 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.84), 'effect': 'multiply prob by 1.760 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.37), 'effect': 'multiply prob by 0.741 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.1), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.3,0.84,0.37,0.15,0.005347056000000001,"{'timestamp': 1760866780.195941, 'inputs': {'network_load': np.float64(0.3), 'relay_reputation': np.float64(0.84), 'budget_utilization': np.float64(0.37), 'recent_win_rate': np.float64(0.15)}, 'base_prob': 0.01, 'final_prob': np.float64(0.005347056000000001), 'steps': [{'feature': 'network_load', 'value': np.float64(0.3), 'effect': 'multiply prob by 0.820 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.84), 'effect': 'multiply prob by 1.760 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.37), 'effect': 'multiply prob by 0.741 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.15), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.3,0.84,0.37,0.2,0.005347056000000001,"{'timestamp': 1760866780.1959658, 'inputs': {'network_load': np.float64(0.3), 'relay_reputation': np.float64(0.84), 'budget_utilization': np.float64(0.37), 'recent_win_rate': np.float64(0.2)}, 'base_prob': 0.01, 'final_prob': np.float64(0.005347056000000001), 'steps': [{'feature': 'network_load', 'value': np.float64(0.3), 'effect': 'multiply prob by 0.820 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.84), 'effect': 'multiply prob by 1.760 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.37), 'effect': 'multiply prob by 0.741 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.2), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.3,0.84,0.37,0.25,0.005347056000000001,"{'timestamp': 1760866780.1960526, 'inputs': {'network_load': np.float64(0.3), 'relay_reputation': np.float64(0.84), 'budget_utilization': np.float64(0.37), 'recent_win_rate': np.float64(0.25)}, 'base_prob': 0.01, 'final_prob': np.float64(0.005347056000000001), 'steps': [{'feature': 'network_load', 'value': np.float64(0.3), 'effect': 'multiply prob by 0.820 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.84), 'effect': 'multiply prob by 1.760 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.37), 'effect': 'multiply prob by 0.741 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.25), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.3,0.84,0.37,0.3,0.005347056000000001,"{'timestamp': 1760866780.1960793, 'inputs': {'network_load': np.float64(0.3), 'relay_reputation': np.float64(0.84), 'budget_utilization': np.float64(0.37), 'recent_win_rate': np.float64(0.3)}, 'base_prob': 0.01, 'final_prob': np.float64(0.005347056000000001), 'steps': [{'feature': 'network_load', 'value': np.float64(0.3), 'effect': 'multiply prob by 0.820 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.84), 'effect': 'multiply prob by 1.760 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.37), 'effect': 'multiply prob by 0.741 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.3), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
0.3,0.84,0.48,0.0,0.009582847904171521,"{'timestamp': 1760866780.1961086, 'inputs': {'network_load': np.float64(0.3), 'relay_reputation': np.float64(0.84), 'budget_utilization': np.float64(0.48), 'recent_win_rate': 1e-09}, 'base_prob': 0.01, 'final_prob': np.float64(0.009582847904171521), 'steps': [{'feature': 'network_load', 'value': np.float64(0.3), 'effect': 'multiply prob by 0.820 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.84), 'effect': 'multiply prob by 1.760 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.48), 'effect': 'multiply prob by 0.664 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': 1e-09, 'effect': 'multiply prob by 1.000 (higher recent wins -> lower prob)'}]}"
0.3,0.84,0.48,0.05,0.004791424000000001,"{'timestamp': 1760866780.1961339, 'inputs': {'network_load': np.float64(0.3), 'relay_reputation': np.float64(0.84), 'budget_utilization': np.float64(0.48), 'recent_win_rate': np.float64(0.05)}, 'base_prob': 0.01, 'final_prob': np.float64(0.004791424000000001), 'steps': [{'feature': 'network_load', 'value': np.float64(0.3), 'effect': 'multiply prob by 0.820 (higher load -> lower prob)'}, {'feature': 'relay_reputation', 'value': np.float64(0.84), 'effect': 'multiply prob by 1.760 (higher rep -> higher prob)'}, {'feature': 'budget_utilization', 'value': np.float64(0.48), 'effect': 'multiply prob by 0.664 (higher utilization -> lower prob)'}, {'feature': 'recent_win_rate', 'value': np.float64(0.05), 'effect': 'multiply prob by 0.500 (higher recent wins -> lower prob)'}]}"
